generation,population
0,"[[0.5509889061410276, 0.5957769530845788], [0.6795793183857028, 0.673256814133655], [0.6511688032005738, 0.4972629107125669], [0.589792494312455, 0.2965158453342902], [0.4680877392792446, 0.5470199284128624], [0.20141814563220722, 0.3712991981380232], [0.6463703748366068, 0.654442953379585], [0.7325535468639455, 0.28352959301969394], [0.7325535468639455, 0.28352959301969394]]"
