14:15:21.445820 3.05
14:15:21.957466 3.05
14:15:22.465475 3.05
14:15:22.977302 3.05
14:15:23.485287 3.05
14:15:23.993044 3.05
14:15:24.500850 3.05
14:15:25.012571 3.05
14:15:25.520572 3.05
14:15:26.028354 3.05
14:15:26.536172 3.05
14:15:27.047862 3.05
14:15:27.555917 3.05
14:15:28.067720 3.05
14:15:28.575613 3.05
14:15:29.083460 3.05
14:15:29.595219 3.05
14:15:30.103228 3.05
14:15:30.610994 3.05
14:15:31.118683 3.05
14:15:31.626697 3.05
14:15:32.130336 3.05
14:15:32.638131 3.05
14:15:33.145973 3.05
14:15:33.653715 3.05
14:15:34.165362 3.05
14:15:34.669429 3.05
14:15:35.181139 3.05
14:15:35.689016 3.05
14:15:36.196890 3.05
14:15:36.708689 3.05
14:15:37.216695 3.05
14:15:37.728506 3.08
14:15:38.240235 3.47
14:15:38.744207 3.69
14:15:39.255954 3.91
14:15:39.763972 4.17
14:16:28.452615 4.39
14:17:13.037873 0.0
14:17:58.495452 0.0
14:18:43.956867 2.85
14:18:44.464862 2.85
14:18:44.972811 2.85
14:18:45.484502 2.85
14:18:45.988278 2.85
14:18:46.492037 2.85
14:18:47.003786 2.85
14:18:47.511775 2.85
14:18:48.023491 2.85
14:18:48.531457 2.84
14:18:49.043246 1.93
14:18:49.551367 1.2
14:18:50.062930 0.82
14:19:35.524573 2.75
14:19:36.032598 2.75
14:19:36.540386 2.75
14:19:37.052236 2.75
14:19:37.560169 2.74
14:19:38.072000 2.75
14:19:38.579947 2.98
14:19:39.091695 3.5
14:19:39.599496 3.93
14:19:40.111317 4.49
